Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Insect Collection 32167,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,5 km WNW Elgin, ,Tyler Creek,42.0889,-88.3741, ,10,06/24/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2000, , , , ,1, , , , , ,Vial,11/28/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32941,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kendall,3 KM SE Plano,Silver Springs State Park,Rob Roy Creek,41.6426,-88.5196, ,10,06/21/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,1, , , , , ,Vial,11/29/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 32959,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kendall,3 KM SE Plano,Silver Springs State Park,Rob Roy Creek,41.6426,-88.5196, ,10,06/21/1999, ,R.E. DeWalt,Dip net,Stream margin,R.E. DeWalt,2001, , , , ,1, , , , , ,Vial,11/29/2003 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553100,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Dane,1 km SE Mt. Vernon at CR-U, ,Mt. Vernon Creek,42.94031,-89.64696, ,10,06/23/2010, ,"R.E. DeWalt, M.M. Brown, E.W. Hernandez",Dipnet, ,R.E. DeWalt,2010, , , , ,7, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 63913,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Ogle,"7 km E Polo, Spring Creek upstream of confluence with Pine Creek", ,Spring Creek,41.9966,-89.4711, ,10,05/06/2005, ,"R.E. DeWalt, B.M. Sangunett", , ,R.E. DeWalt,2005, , , , ,1, , , , , ,Vial,6/20/2005 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 76563,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,7 km NE Elburn,Compton Forest Preserve,Mill Creek,41.9313,-88.4101, ,10,06/02/2005, ,"R.E. DeWalt, B.M. Sangunett",Dip net,Stream,R.E. DeWalt,2005, , , , ,45, , , , , ,Vial,9/1/2005 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4590,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Union,"Alto Pass, Union Springs", , ,37.57,-89.318,231,10000,05/12/1939, ,"B.D. Burks, G.T. Riegel", , , , , , , , , , , , , , ,Vial,10/22/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Ephemeroptera 4614,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Union,"Alto Pass, Union Springs", , ,37.57,-89.318,231,10000,05/31/1940, ,B.D. Burks, , , , , , , , , , , , , , ,Vial,10/25/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Insect Collection 578098,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Ohio,Lake,3.5 km SSW Madison,Hidden Valley Park,Grand River,41.7424,-81.0506, ,10,06/26/2006, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,1, , , , , ,Vial,9/27/2012 12:00:00 AM,4/28/2014 12:00:00 AM
Insect Collection 164028,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Indiana,LaPorte,"4 km SW Rolling Prairie, CR-150N", ,Little Kankakee River,41.629,-86.6478, ,10,04/30/2006, ,"R.E. DeWalt, S.K. Ferguson", , ,R.E. DeWalt,2006, , , , ,7, , , , , ,Vial,5/5/2006 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4599,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Whiteside,Phrophetstown, , ,41.671,-89.936,188,10000,07/08/1925, ,T.H. Frison, , , , , , , , , , , , , , ,Vial,10/23/1998 12:00:00 AM,4/9/2008 12:00:00 AM
Insect Collection 578056,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Indiana,Allen,1 km W Cedar Canyons at Auburn Rd., ,Cedar Creek,41.2351,-85.1027, ,10,06/27/2007, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,1, , , , , ,Vial,9/21/2012 12:00:00 AM,4/28/2014 12:00:00 AM
Insect Collection 578080,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Ohio,Hocking,5 km SW South Bloomingville along Narrows Rd., ,Salt Creek,39.37563,-82.64581, ,10,06/23/2008, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,6, , , , , ,Vial,9/27/2012 12:00:00 AM,4/23/2014 12:00:00 AM
Insect Collection 457583,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,Ontario,Dufferin,4.3 km ENE Horning’s Mills at River Rd., ,Pine River,44.16915,-80.15513, ,10,03/01/2008, ,"D.W. Webb, R.E. DeWalt",Beating sheet,Stream,R.E. DeWalt,2008, , , , ,9, , , , , ,Vial,9/15/2008 12:00:00 AM,2/3/2015 12:00:00 AM
Ephemeroptera 4620,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,"Lusk Creek at bridge, SE of Eddyville", ,Lusk Creek,37.47293,-88.54723, ,10,05/16/1947,05/17/1947,B.D. Burks, , , , , , , , , , , , , , ,Vial,10/25/1998 12:00:00 AM,3/18/2010 12:00:00 AM
Insect Collection 4784,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,"Lusk Creek at bridge, SE of Eddyville", ,Lusk Creek,37.47293,-88.54723, ,10,06/22/2002, ,R.E. DeWalt, ,Stream margin,R. E.DeWalt,2002, , , ,1, , , , , , ,Vial,8/11/2002 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4665,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,Herod at St. Hwy 34, ,Gibbons Creek,37.58086,-88.43671, ,10,04/19/1937, ,"H.H. Ross, C.O. Mohr", , , , , , , , , , , , , , ,Vial,11/3/1998 12:00:00 AM,4/5/2010 12:00:00 AM
Ephemeroptera 4646,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,Herod at St. Hwy 34, ,Gibbons Creek,37.58086,-88.43671, ,10,04/20/1932, ,"H.H. Ross, C.O. Mohr", , , , , , , , , , , , , , ,Vial,10/29/1998 12:00:00 AM,4/5/2010 12:00:00 AM
Ephemeroptera 4602,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,Herod at St. Hwy 34, ,Gibbons Creek,37.58086,-88.43671, ,10,04/10/1947, ,B.D. Burks, , , , , , , , , , , , , , ,Vial,10/25/1998 12:00:00 AM,5/23/2014 12:00:00 AM
Ephemeroptera 4571,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,Herod at St. Hwy 34, ,Gibbons Creek,37.58086,-88.43671, ,10,03/28/1935, ,"H.H. Ross, C.O. Mohr", , , , , , , , , , , , , , ,Vial,10/22/1998 12:00:00 AM,4/5/2010 12:00:00 AM
Ephemeroptera 4720,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Illinois,Pope,Herod at St. Hwy 34, ,Gibbons Creek,37.58086,-88.43671, ,10,04/04/1948,04/05/1948,B.D. Burks, , , , , , , , , , , , , , ,Vial,11/11/1998 12:00:00 AM,4/5/2010 12:00:00 AM
Insect Collection 550974,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Indiana,Dearborn,1.5 km NW New Trenton, ,Blackburn Creek,39.32014,-84.92904, ,10,04/16/2010, ,R.E. DeWalt, , ,R.E. DeWalt,2010, , , , ,11, , , , , ,Vial,12/31/2010 12:00:00 AM,11/16/2016 12:00:00 AM
Insect Collection 565950,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Minnesota,Cook,9.3 km SW Grand Portage, ,Tributary Lake Superior,47.90417,-89.77118, ,10,03/25/2009, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,6/13/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566179,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sauk,4 km NNW Bluffview at Stone Pocket Rd., ,Otter Creek,43.38501,-89.79866, ,10,03/20/2009, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,6/14/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 514995,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sauk,10 km SE Baraboo at WI-113, ,Manley Creek,43.39881,-89.67505, ,10,05/21/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2010, , , , ,6, , , , , ,Vial,7/20/2010 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 578172,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Marinette,18 km NE Amberg at CR-Z, ,Menominee River,45.57953,-87.78796, ,10,07/09/2011, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,2, , , , , ,Vial,10/2/2012 12:00:00 AM,2/6/2014 12:00:00 AM
Insect Collection 578178,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Burnett,Riverside,St. Croix National Scenic Riverway,St. Croix River,46.07721,-92.24608, ,10,07/02/2011, ,"R.E. DeWalt, S.K. Ferguson", , ,L. Jacobus, , , , , ,25, , , , , ,Vial,10/2/2012 12:00:00 AM,3/6/2013 12:00:00 AM
Insect Collection 550102,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sawyer,2 km W Ojibwe at US-27, ,Chippewa River,45.79444,-91.14071, ,10,06/25/2010, ,"R.E. DeWalt, et al.", , ,R.E. DeWalt,2010, , , ,1, , , , , , ,Vial,12/17/2010 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 576926,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sawyer,2 km W Ojibwe at US-27, ,Chippewa River,45.79444,-91.14071, ,10,06/25/2010, ,"R.E. DeWalt, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2010, , , ,1, , , , , , ,Vial,7/16/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 576990,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Menominee,1.5 km N of Stephenson,Firemens Park,Little Cedar River,45.42117,-87.60395, ,10,06/26/2010, ,"R.E. DeWalt, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2010, , ,2, , , , , , , ,Vial,7/19/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 576850,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,Canada,Ontario,Bruce,1 km ESE Kincardine, ,North Penetangore River,44.17841,-81.61118, ,10,06/13/2010, , , , ,R.E. DeWalt,2010, , , , ,11, , , , , ,Vial,7/16/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566107,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Emmet,Cecil at CR-81, ,Carp Lake River,45.74561,-84.82973, ,1000,03/23/2009, , , , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,6/22/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 550844,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Ohio,Champaign,6.9 km SSW Urbana at Woodburn Rd.,Cedar Bog State Natural Area,Cedar Run,40.05605,-83.79658, ,10,04/17/2010, ,R.E. DeWalt, , ,R.E. DeWalt,2010, , , , ,5, , , , , ,Vial,12/30/2010 12:00:00 AM,12/1/2016 12:00:00 AM
Insect Collection 578245,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Dunn,Sand Creek at CR-V, ,Red Cedar River,45.16835,-91.68741, ,10,07/03/2011, ,"R.E. DeWalt, S.K. Ferguson", , ,L. Jacobus, , , , , ,1, , , , , ,Vial,10/11/2012 12:00:00 AM,2/6/2014 12:00:00 AM
Insect Collection 550963,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Ohio,Hocking,5.8 km ESE South Bloomingville at jct. OH-374 & OH-56, ,East Fork Salt Creek,39.39379,-82.53968, ,10,04/18/2010, ,R.E. DeWalt, , ,R.E. DeWalt,2015, , , , ,4, , , , , ,Vial,12/31/2010 12:00:00 AM,6/23/2015 12:00:00 AM
Insect Collection 550732,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sauk,8 km SSW Baraboo at US-12, ,Tributary Otter Creek (from Kindschis Spr.),43.39189,-89.77059, ,10,05/21/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2010, , , ,1, , , , , , ,Vial,12/29/2010 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552394,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sauk,8 km SSW Baraboo at US-12, ,Tributary Otter Creek (from Kindschis Spr.),43.39189,-89.77059, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,1, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 551440,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Bayfield,5 km NE Cornucopia at WI-13,Apostle Islands National Lakeshore,Saxine Creek,46.87871,-91.05014, ,10,05/27/2010, ,R.E. DeWalt, , ,R.E. DeWalt,2011, , , , ,8, , , , , ,Vial,3/3/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552379,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Sauk,4.2 km NNW Merrimac,Parfreys Glen Nature Preserve,Parfreys Glen Creek,43.40951,-89.63614, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,1, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553336,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Otsego,5.5 km NNW Vanderbilt at Thumb Lake Rd., ,West Branch Sturgeon River,45.18591,-84.69762, ,10,03/25/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,38, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 551465,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Kewaunee,3 km NNE Casco at Maple Rd., ,Casco Creek,44.58387,-87.60221, ,10,05/24/2010, ,R.E. DeWalt, , ,R.E. DeWalt,2011, , , , ,13, , , , , ,Vial,3/3/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552320,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Bayfield,6.5 km W Washburn at Church Cover Rd., ,Sioux Creek,46.67594,-90.98916, ,10,03/22/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,9, , , , , ,Vial,5/2/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552843,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Bayfield,7 km SW Sand Bay at WI-13, ,Sand River,46.89938,-90.95615, ,10,03/22/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,1, , , , , ,Vial,5/3/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552864,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Bayfield,1 km SE Cornucopia at Falls, ,Siskiwit River,46.8542,-91.09168, ,10,03/22/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,13, , , , , ,Vial,5/3/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553379,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Charlevoix,2 km S East Jordan at Rogers Rd., ,Jordan River,45.13253,-85.12402, ,1000,03/25/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,16, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552422,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Grand Traverse,3 km NE Mayfield at River Rd., ,Boardman River,44.64712,-85.54766, ,1000,03/25/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,19, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 578130,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Manitowoc,6.5 km NNW Mishicot at Tapawingo Rd., ,East Twin River,44.28397,-87.65871, ,10,07/08/2011, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,1, , , , , ,Vial,9/28/2012 12:00:00 AM,2/6/2014 12:00:00 AM
Insect Collection 578276,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Manitowoc,6 km NNW Mishicot at Twin Bridge Rd., ,Jambo Creek,44.28019,-87.68955, ,10,07/09/2011, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,1, , , , , ,Vial,10/30/2012 12:00:00 AM,4/28/2014 12:00:00 AM
Insect Collection 578236,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Manitowoc,12.5 km NW Mishicot at CR-R, ,Devils River,44.29942,-87.77413, ,10,07/09/2011, ,R.E. DeWalt, , ,L. Jacobus, , , , , ,2, , , , , ,Vial,10/9/2012 12:00:00 AM,2/6/2014 12:00:00 AM
Insect Collection 553111,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Richland,Neptune at Louis Lane, ,Willow Creek,43.37295,-90.26931, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino",Dipnet, ,R.E. DeWalt,2011, , , , ,3, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553119,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Richland,7.0 km ESE Sylvan, ,Mill Creek,43.40923,-90.54365, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino",dip net, ,R.E. DeWalt,2011, , , , ,13, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553127,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Richland,2.5 km SE Sabine at English Ridge Rd., ,Tributary Mill Creek,43.41771,-90.54392, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino",Beating sheet, ,R.E. DeWalt,2011, , , , ,3, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553138,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Richland,6.5 km E Sabine upstr. jct. Scenic Valley Rd. and Marshall Dr., ,West Branch Marshall Creek,43.43326,-90.48734, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,7, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553151,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Vernon,5.3 km NNW Valley at CR-F, ,Billings Creek,43.68282,-90.57537, ,10,03/19/2011, ,"R.E. DeWalt, M. Pessino",Beating sheet, ,R.E. DeWalt,2011, , , , ,3, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553181,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Wisconsin,Monroe,0.5 km S Cataract at WI-27, ,Soper Creek,44.08213,-90.84234, ,10,03/20/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,5, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553239,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Alger,8.7 km ENE Wetmore at H58, ,Miners River,46.41962,-86.52277, ,10,03/23/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,15, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553248,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Alger,8.7 km ENE Wetmore at H58, ,Seep Miners River,46.42091,-86.52283, ,1000,03/23/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,2, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553255,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Alger,9.0 km ENE of Wetmore at H58, ,Tributary Miners River,46.41964,-86.51781, ,10,03/23/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,41, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553294,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Chippewa,2 km SW Eckerman Corner at MI-28, ,Grant Creek,46.33197,-85.06113, ,10,03/24/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,27, , , , , ,Vial,8/8/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553310,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Chippewa,1.5 km E Strongs Corner at MI-28, ,East Branch Tahquamenon River,46.34613,-84.95914, ,10,03/24/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,29, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553320,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Mackinac,8 km SW Pickford at Threemile Rd., ,Taylor Creek,46.10063,-84.42562, ,1000,03/24/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,5, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 553353,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Charlevoix,1.4 km N Boyne Falls at US-131, ,North Branch Boyne River,45.18019,-84.91415, ,10,03/25/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,9, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552535,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Osceola,2.5 km NE Edgetts at Norman Rd., ,Pine River,44.06345,-85.54828, ,10,03/26/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,4, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 578310,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Menominee,6 km W Carney at G18, ,Little Cedar River,45.57987,-87.63322, ,10,07/09/2011, ,R.E. DeWalt,UV Light,stream,L. Jacobus, , , , , ,4, , , , , ,Vial,10/30/2012 12:00:00 AM,4/28/2014 12:00:00 AM
Insect Collection 552523,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, , , , , ,United States,Michigan,Osceola,2.5 km NE Edgetts at Norman Rd., ,Tributary Pine River,44.06315,-85.54764, ,10,03/26/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,2, , , , , ,Vial,8/9/2011 12:00:00 AM,2/3/2015 12:00:00 AM
