Catalog Number,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Author,Year,Country,State,County,Locality,Other Descriptor,Body of Water,Latitude,Longitude,Elevation,GBIF Precision,Collected Beginning,Collected Ending,Collector,Method,Habitat,Identified by,Year Identified,Type,Type Name,Male,Female,Immature,Pupa,Exuvia,Adult,Other,Age Unknown,Preparation,Created,Modified
Insect Collection 552705,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,4.2 km WNW Kaneville at Perry Rd.,Lone Grove Forest Preserve,East Branch Big Rock Creek,41.85056,-88.56845, ,10,05/14/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,6, , , , , ,Vial,8/29/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 552697,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Kane,4.1 km E Kaneville,Grunwald Farms Forest Preserve,Blackberry Creek,41.83384,-88.47296, ,10,05/14/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2011, , , , ,30, , , , , ,Vial,8/29/2011 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564243,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Carroll,5 km WNW Mount Carroll at Scenic Pallisade Road, ,Carroll Creek,42.10443,-90.03562, ,10,05/20/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,L. Jacobus,2011, , , , ,8, , , , , ,Vial,12/1/2011 12:00:00 AM,2/3/2012 12:00:00 AM
Insect Collection 564350,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Lafayette,4 km NE Fayette at English Hollow Rd., ,Steiner Branch,42.77655,-89.99881, ,10,05/20/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,L. Jacobus,2011, , , , ,8, , , , , ,Vial,12/6/2011 12:00:00 AM,12/6/2011 12:00:00 AM
Insect Collection 564322,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Calumet,1 km NW High Cliff at High Cliff State Park, ,Kankapot Creek,44.16833,-88.28888, ,10,05/23/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,L. Jacobus,2011, , , , ,2, , , , , ,Vial,12/6/2011 12:00:00 AM,12/6/2011 12:00:00 AM
Insect Collection 564199,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Door,1.5 km E Maplewood at CR-H, ,Stony Creek,44.74795,-87.46121, ,10,05/23/2010, ,R.E. DeWalt, , ,L. Jacobus,2011, , , , ,3, , , , , ,Vial,12/1/2011 12:00:00 AM,2/3/2012 12:00:00 AM
Insect Collection 564267,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Bayfield,5 km WSW Sand Bay, ,Sand River,46.91918,-90.94993, ,1000,05/28/2010, ,"R.E. DeWalt, et al.", , ,L. Jacobus,2011, , , , ,6, , , , , ,Vial,12/5/2011 12:00:00 AM,2/4/2014 12:00:00 AM
Insect Collection 564651,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Fillmore,"5 km SE Chatfield, US-52", ,Root River,43.81569,-92.13882, ,10,03/18/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,2, , , , , ,Vial,4/6/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564808,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Fillmore,S Carimona at CR-12, ,South Branch Root River,43.66018,-92.15446, ,10,03/18/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,2, , , , , ,Vial,4/6/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564818,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Fillmore,Tributary Root River, ,Raaen Creek,43.76172,-91.89351, ,10,03/18/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,4/6/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564841,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Fillmore,3.9 km WSW Peterson, ,Big Springs Creek,43.77738,-91.88124, ,10,03/18/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,8, , , , , ,Vial,4/10/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564849,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Houston,3.5 km SW Hokah at CR-20, ,Thompson Creek,43.73318,-91.38694, ,10,03/18/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,4/10/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564853,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Winona,"3 km SW Sugarloaf, CR-43", ,West Burns Creek,44.01325,-91.66373, ,10,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,15, , , , , ,Vial,4/10/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564860,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Winona,2.5 km SSE Stockton, ,Stockton Valley Creek,44.00535,-91.76198, ,10,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,7, , , , , ,Vial,4/10/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564867,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Wabasha,2.3 km SSW Weaver at defunct bridge,MN Hardwood State Forest,Trout Creek,44.19632,-91.94063, ,10,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,4/10/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564892,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Wabasha,2 km SW Weaver,Hardwood State Forest,Whitewater River,44.20239,-91.94608, ,1000,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,9, , , , , ,Vial,4/10/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564905,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Wabasha,6 km WNW Kellogg at Kruger Landing, ,Zumbro River,44.33704,-92.0774, ,10,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,6, , , , , ,Vial,4/11/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564934,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Wabasha,Dumpfries at CR-60, ,Trout Brook,44.34718,-92.11504, ,10,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,5, , , , , ,Vial,4/11/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 564973,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Goodhue,4.5 km S Welch at CR-7, ,Belle Creek,44.53351,-92.73684, ,10,03/19/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,18, , , , , ,Vial,4/11/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 656986,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Pine,6.5 km NE Hinkley at Old Military Rd. (Government Rd.), ,Deer Creek,46.04985,-92.87451, ,10,06/21/2012, ,R.E. DeWalt,Dipnet, ,R.E. DeWalt,2013, , , , ,6, , , , , ,Vial,11/21/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 565195,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Pine,"Sandstone, Sandstone Quarry Park", ,Kettle River,46.13383,-92.85771, ,10,03/21/2012, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,4/24/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 565722,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Lake,4.5 km N Two Harbors at CR-2, ,Stewart River,47.07109,-91.66773, ,10,05/05/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,6/12/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 565749,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Lake,18 km NE Two Harbors at CR-3, ,Gooseberry River,47.17799,-91.57504, ,10,05/05/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,6/19/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 565768,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Lake,16 km W Beaver Bay at CR-3, ,Bud Creek,47.24198,-91.49822, ,10,05/05/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,2, , , , , ,Vial,6/19/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566384,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Houston,7.6 km ENE Houston, ,Storer Creek,43.79495,-91.48483, ,10,06/02/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , ,1,3, , , , , ,Vial,7/2/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566397,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Winona,7.5 km N Elba at CR-74, ,Beaver Creek,44.15564,-92.00809, ,1000,06/02/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,20, , , , , ,Vial,7/2/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566398,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Winona,7.5 km N Elba at CR-74, ,Beaver Creek,44.15564,-92.00809, ,1000,06/02/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,6, , , , , ,Vial,7/2/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566419,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Winona,7.0 km N Elba at CR-30,Whitewater State Wildlife Management Area,Whitewater River,44.15062,-92.00513, ,10,06/02/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,7/2/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566248,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Berrien,6 km NW Niles at Walton Rd., ,Tributary St. Joseph River,41.87175,-86.29363, ,1000,03/04/2009, , , , ,R.E. DeWalt,2012, , , , ,7, , , , , ,Vial,6/27/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566555,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Washington,4 km SW Allenton, ,Limestone Creek,43.39879,-88.35918, ,10,05/22/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2012, , , , ,6, , , , , ,Vial,6/28/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 566568,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Waukesha,5 km NW Eagle at CR-22, ,Tributary Scuppernong River,42.92264,-88.50934, ,10,05/22/2010, ,"R.E. DeWalt, M. Pessino, M.M. Brown, E.W. Hernandez", , ,R.E. DeWalt,2012, , , , ,3, , , , , ,Vial,6/28/2012 12:00:00 AM,1/3/2017 12:00:00 AM
Insect Collection 577345,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Houston,"Mound Prairie at CR-25, DNR access", ,Root River,43.78147,-91.44647, ,10,06/02/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,7/23/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 577921,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Sauk,at Ferry Bluff Rd. canoe launch, ,Honey Creek,43.24161,-89.81031, ,1000,06/17/2012, ,R.E. DeWalt,Dipnet, ,R.E. DeWalt,2012, , , , ,3, , , , , ,Vial,8/30/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 657232,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Polk,5.0 km N St. Croix Falls at River Rd.,St. Croix National Scenic Riverway,Tributary #2 St. Croix River,45.45459,-92.65092, ,10,06/20/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,3, , , , , ,Vial,1/13/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 657231,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Polk,4.9 km N St. Croix Falls at River Rd.,St. Croix National Scenic Riverway,Tributary #1 St. Croix River,45.45333,-92.65019, ,10,06/20/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,2, , , , , ,Vial,1/13/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 657229,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Polk,at jct. River Rd. & WI-87, ,Big Rock Creek,45.44414,-92.64324, ,10,06/20/2012, ,R.E. DeWalt,Dipnet, ,R.E. DeWalt,2013, , , , ,15, , , , , ,Vial,1/13/2015 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 577334,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Saint Louis,along Munger Shaw Rd., ,Us-Kab-Wa-Ka River,47.00884,-92.34127, ,10,06/04/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,2, , , , , ,Vial,7/23/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 577440,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Vernon,CR-F, ,Billings Creek,43.68839,-90.56868, ,10,06/18/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,7/24/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583486,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Alger,2.1 km WSW Au Sable Point at CR-H58,Pictured Rocks National Lakeshore,Hurricane River,46.66337,-86.16594, ,10,09/13/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,10, , , , , ,Vial,10/17/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583499,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Alger,11.3 km NNE Melstrand W Little Beaver Campground,Pictured Rocks National Lakeshore,Little Beaver Creek,46.55795,-86.36832, ,10,09/13/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,10/17/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583610,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Alger,6.5 km NNW Melstrand at Chapel Rd.,Pictured Rocks National Lakeshore,Tributary Chapel Lake,46.51399,-86.45678, ,10,09/13/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,7, , , , , ,Vial,10/19/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583626,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Alger,8.0 km NW Melstrand,Pictured Rocks National Lakeshore,Mosquito River,46.52202,-86.47438, ,10,09/13/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,2, , , , , ,Vial,10/19/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583667,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Marquette,2.1 km SE Harvey at US-41, ,Cherry Creek,46.47913,-87.33891, ,10,09/14/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,6, , , , , ,Vial,10/19/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 578473,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Houghton,3.5 km NW Tapiola at Torro Rd., ,North Branch Otter River,46.95633,-88.64898, ,1000, , , , , ,R.E. DeWalt,2012, , , , ,11, , , , , ,Vial,11/15/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583518,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Houghton,6.4 km W Toivola at Misery Bay Rd., ,Tributary Elm River,47.01107,-88.84433, ,10,09/15/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,4, , , , , ,Vial,10/18/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583544,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Houghton,"7.0 km W Toivola at Misery Bay Rd., 8.9 km ESE Misery Bay", ,Elm River,47.01131,-88.85386, ,10,09/15/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,3, , , , , ,Vial,10/18/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583577,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Saint Louis,8 km NNW French River (town), ,Big Sucker Creek,46.96702,-91.92231, ,10,09/16/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,10/18/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 583599,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Minnesota,Lake,7 km NNE Isabella at FR-369 (Trappers Lake Rd.),Superior National Forest,Arrowhead Creek,47.6664,-91.33518, ,10,09/16/2012, ,R.E. DeWalt,at light, ,R.E. DeWalt,2012, , , , ,1, , , , , ,Vial,10/18/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 578438,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Michigan,Berrien,5.5 km NW Niles at Walton Rd., ,Tributary St. Joseph River,41.87175,-86.29363, ,1000,09/28/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,5, , , , , ,Vial,11/15/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 578460,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Sauk,Parfrey’s Glen Nature Preserve, ,Parfrey’s Glen Creek,43.41171,-89.63659, ,10,09/16/2012, ,R.E. DeWalt, , ,R.E. DeWalt,2012, , , , ,8, , , , , ,Vial,11/15/2012 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 630878,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Marquette,0.7 km W Budsin at CR-E, ,Mecan River,43.91971,-89.31834, ,10,03/13/2009, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,2/14/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 660038,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Indiana,LaPorte,Michigan City at US-20, ,Trail Creek,41.68761,-86.84478, ,10,05/19/2018, ,E. A. Newman, ,stream,R.E. DeWalt,2018, , , , ,14, , , , , ,Vial,10/28/2018 12:00:00 AM,11/4/2018 12:00:00 AM
Insect Collection 630844,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Crawford,4 km SE Soldier's Grove at US-61 and CR-H, ,Tributary Baker Creek,43.37336,-90.74619, ,10,03/12/2009, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,7, , , , , ,Vial,2/11/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 630885,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Wisconsin,Waushara,2 km S Wautoma at WI-22, ,West Branch White River,44.04913,-89.29451, ,10,03/13/2009, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,9, , , , , ,Vial,2/14/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 630913,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,New York,Montgomery,Fort Hunter at Lock 12, ,Mohawk River,42.94486,-74.28998, , , , , , , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,2/18/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 630915,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,New York,Montgomery,Fort Hunter at Lock 12, ,Mohawk River,42.94486,-74.28998, , , , , , , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,2/18/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 656917,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,New York,Rensselaer,Garfield at CR-28, ,Kinderhook Creek,42.54037,-73.39382, ,10,05/26/2011, ,"R.E. DeWalt, M. Pessino", , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,11/19/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 655879,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Ohio,Adams,S of Eulett Center,Edge of Appalachia Preserve,Tributary Ohio Brush Creek,38.74871,-83.46369,152,10,03/08/2013, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,3, , , , , ,Vial,9/14/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 654570,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Pennsylvania,Bedford,Hewitt at Town Creek Rd., ,Black Valley Branch,39.75867,-78.51714, ,10,03/12/2013, ,R.E. DeWalt, , ,R.E. DeWalt,2013, , , , ,1, , , , , ,Vial,9/30/2013 12:00:00 AM,2/3/2015 12:00:00 AM
Insect Collection 655130,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,2.7 km S Seward at 200 m S Murphy Road, ,Mill Creek,42.21511,-89.35017, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,67, , , , , ,Vial,7/10/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 655138,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,2.7 km S Seward at 200 m S Murphy Road, ,Mill Creek,42.21511,-89.35017, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,6, , , , , ,Vial,7/15/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 655144,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,2.7 km S Seward at 200 m S Murphy Road, ,Mill Creek,42.21511,-89.35017, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,11, , , , , ,Vial,7/15/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 655149,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,2.7 km S Seward at 200 m S Murphy Road, ,Mill Creek,42.21511,-89.35017, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,52, , , , , ,Vial,7/15/2013 12:00:00 AM,10/28/2013 12:00:00 AM
Insect Collection 654408,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,"2.2 km NE Durand, 1.2 km N Fritz Road", ,Otter Creek,42.444,-89.2962, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,16, , , , , ,Vial,9/11/2013 12:00:00 AM,9/14/2013 12:00:00 AM
Insect Collection 654410,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,"2.2 km NE Durand, 1.2 km N Fritz Road", ,Otter Creek,42.444,-89.2962, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,44, , , , , ,Vial,9/13/2013 12:00:00 AM,9/14/2013 12:00:00 AM
Insect Collection 655201,Insecta,Ephemeroptera, , ,Baetidae, , ,Baetis, ,brunneicolor, ,McDunnough,1925,United States,Illinois,Winnebago,"2.2 km NE Durand, 1.2 km N Fritz Road", ,Otter Creek,42.444,-89.2962, ,10,05/04/2006, ,R.E. DeWalt, , ,E. J. South,2013, , , , ,35, , , , , ,Vial,7/31/2013 12:00:00 AM,10/28/2013 12:00:00 AM
